symbol,option_date,roles,strategies,signal_sessions,cached_canonical_rows,complete_required_chain_cached,gap_reason
AAL,2024-03-08,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-08,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-21,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-21,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-22,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-22,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-25,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-03-25,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-04,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-04,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-05,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-05,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-08,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-08,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-11,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-11,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-12,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-12,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-15,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-15,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-18,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-18,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-19,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-04-19,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-04-22,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-04-22,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-04-23,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-23,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-26,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-26,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-29,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-29,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-30,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-04-30,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-01,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-01,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-02,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-02,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-03,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-03,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-10,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-10,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-13,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-13,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-14,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-14,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-22,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-22,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-23,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-05-23,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-05-24,contract_preselection;entry_quote;exit_quote,S1,3,0,False,exact_symbol_date_chain_absent
AAL,2024-05-24,contract_preselection;entry_quote;exit_quote,S3,3,0,False,exact_symbol_date_chain_absent
AAL,2024-05-28,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-05-28,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-05-29,contract_preselection;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-05-29,contract_preselection;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-05-30,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-30,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-31,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-05-31,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-18,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-18,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-20,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-20,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-21,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-21,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-24,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-24,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-25,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-25,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-26,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-26,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-27,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-27,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-06-28,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-06-28,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-07-01,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-07-01,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-07-02,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-02,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-05,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-05,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-08,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-08,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-09,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-09,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-26,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-26,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-29,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-29,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-30,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-30,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-31,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-07-31,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-01,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-01,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-02,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-02,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-21,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-21,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-22,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-08-22,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-08-23,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-08-23,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-08-26,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-08-26,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-09-10,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-09-10,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-09-11,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-09-11,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-09-12,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-09-12,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-10-07,contract_preselection,S1,1,1,False,S1_bounded_chain_coverage_absent
AAL,2024-10-07,contract_preselection,S3,1,1,False,S3_bounded_chain_coverage_absent
AAL,2024-10-08,contract_preselection;entry_quote,S1,2,1,False,S1_bounded_chain_coverage_absent
AAL,2024-10-08,contract_preselection;entry_quote,S3,2,1,False,S3_bounded_chain_coverage_absent
AAL,2024-10-09,entry_quote;exit_quote,S1,2,1,False,S1_bounded_chain_coverage_absent
AAL,2024-10-09,entry_quote;exit_quote,S3,2,1,False,S3_bounded_chain_coverage_absent
AAL,2024-10-10,exit_quote,S1,1,1,False,S1_bounded_chain_coverage_absent
AAL,2024-10-10,exit_quote,S3,1,1,False,S3_bounded_chain_coverage_absent
AAL,2024-10-16,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-10-16,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-10-17,entry_quote,S1,1,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-17,entry_quote,S3,1,2,False,S3_bounded_chain_coverage_absent
AAL,2024-10-18,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-10-18,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-10-23,contract_preselection,S1,1,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-23,contract_preselection,S3,1,2,False,S3_bounded_chain_coverage_absent
AAL,2024-10-24,entry_quote,S1,1,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-24,entry_quote,S3,1,2,False,S3_bounded_chain_coverage_absent
AAL,2024-10-25,contract_preselection;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-10-25,contract_preselection;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-10-28,entry_quote,S1,1,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-28,entry_quote,S3,1,2,False,S3_bounded_chain_coverage_absent
AAL,2024-10-29,contract_preselection;exit_quote,S1,2,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-29,contract_preselection;exit_quote,S3,2,2,False,S3_bounded_chain_coverage_absent
AAL,2024-10-30,contract_preselection;entry_quote,S1,2,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-30,contract_preselection;entry_quote,S3,2,2,False,S3_bounded_chain_coverage_absent
AAL,2024-10-31,contract_preselection;entry_quote;exit_quote,S1,3,2,False,S1_bounded_chain_coverage_absent
AAL,2024-10-31,contract_preselection;entry_quote;exit_quote,S3,3,2,False,S3_bounded_chain_coverage_absent
AAL,2024-11-01,contract_preselection;entry_quote;exit_quote,S1,3,0,False,exact_symbol_date_chain_absent
AAL,2024-11-01,contract_preselection;entry_quote;exit_quote,S3,3,0,False,exact_symbol_date_chain_absent
AAL,2024-11-04,entry_quote;exit_quote,S1,2,2,False,S1_bounded_chain_coverage_absent
AAL,2024-11-04,entry_quote;exit_quote,S3,2,2,False,S3_bounded_chain_coverage_absent
AAL,2024-11-05,exit_quote,S1,1,2,False,S1_bounded_chain_coverage_absent
AAL,2024-11-05,exit_quote,S3,1,2,False,S3_bounded_chain_coverage_absent
AAL,2024-11-07,contract_preselection,S1,1,2,False,S1_bounded_chain_coverage_absent
AAL,2024-11-07,contract_preselection,S3,1,2,False,S3_bounded_chain_coverage_absent
AAL,2024-11-08,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-08,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-11,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-11,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-21,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-21,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-22,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-22,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-25,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-25,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-29,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-11-29,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-02,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-02,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-03,contract_preselection;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2024-12-03,contract_preselection;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2024-12-04,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-04,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-05,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-05,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-19,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-19,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-20,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-20,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-23,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-23,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-27,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-27,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-30,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-30,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-31,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2024-12-31,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-17,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-17,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-21,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-21,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-22,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-22,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-31,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-01-31,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-03,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-02-03,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-02-04,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-02-04,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-02-05,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-05,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-14,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-14,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-18,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-18,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-19,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-19,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-27,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-27,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-28,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-02-28,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-03,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-03,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-13,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-13,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-14,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-14,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-17,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-17,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-19,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-19,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-20,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-20,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-21,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-21,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-24,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-24,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-25,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-25,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-26,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-03-26,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-01,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-01,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-02,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-02,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-03,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-03,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-10,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-10,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-11,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-11,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-14,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-14,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-17,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-17,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-21,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-21,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-22,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-04-22,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-05,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-05,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-06,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-06,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-07,contract_preselection;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-07,contract_preselection;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-08,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-08,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-09,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-09,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-22,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-22,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-23,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-23,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-27,contract_preselection;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-27,contract_preselection;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-28,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-28,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-29,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-29,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-05-30,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-05-30,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-06-24,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-06-24,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-06-25,contract_preselection;entry_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-06-25,contract_preselection;entry_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-06-26,entry_quote;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-06-26,entry_quote;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-06-27,contract_preselection;exit_quote,S1,2,0,False,exact_symbol_date_chain_absent
AAL,2025-06-27,contract_preselection;exit_quote,S3,2,0,False,exact_symbol_date_chain_absent
AAL,2025-06-30,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-06-30,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-01,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-01,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-25,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-25,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-28,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-28,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-29,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-29,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-31,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-07-31,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-01,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-01,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-04,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-04,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-06,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-06,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-07,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-07,entry_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-08,exit_quote,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-08,exit_quote,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-19,contract_preselection,S1,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-19,contract_preselection,S3,1,0,False,exact_symbol_date_chain_absent
AAL,2025-08-20,entry_quote,S1,1,0,False,exact_symbol_date_chain_absent
