representation,period,previous_state,current_state,loop_pair_id,loop_orientation,rows,stocks,sessions,closure_rate,same_current_state_other_predecessor_rate,closure_lift,bootstrap_ci_low,bootstrap_ci_high,p_value,supported,bootstrap_draws,bootstrap_seed,q_value
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,5,1,loop_p_1-5-1,5->1->5,1303,22,238,0.167306216424,0.43139257746,-0.264086361036,-0.286822586308,-0.241342672386,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,5,2,loop_p_2-5-2,5->2->5,602,22,191,0.355481727575,0.432447245821,-0.076965518246,-0.119648896853,-0.0342450350253,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,5,3,loop_p_3-5-3,5->3->5,2,1,2,0,0.384542324587,-0.384542324587,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,5,4,loop_p_4-5-4,5->4->5,177,20,128,0.175141242938,0.459963223002,-0.284821980064,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,5,6,loop_p_5-6-5,5->6->5,1682,22,249,0.149821640904,0.414161589933,-0.264339949029,-0.283911423854,-0.245980594884,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,5,7,loop_p_5-7-5,5->7->5,3322,22,252,0.373871161951,0.339808212442,0.034062949509,0.00473483058413,0.0624207156383,0.0219890054973,True,2000,20260720,0.0243661952807
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,0,loop_p_0-6-0,6->0->6,64,20,37,0.234375,0.660283097419,-0.425908097419,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,1,loop_p_1-6-1,6->1->6,10887,22,252,0.494167355562,0.30355809903,0.190609256532,0.172376113557,0.208009451967,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,2,loop_p_2-6-2,6->2->6,757,22,210,0.441215323646,0.417286777333,0.0239285463134,-0.0184949048225,0.066918024135,0.300849575212,True,2000,20260720,0.300849575212
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,3,loop_p_3-6-3,6->3->6,4101,22,250,0.529139234333,0.337961873382,0.191177360951,0.170318012138,0.211623105244,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,4,loop_p_4-6-4,6->4->6,2415,22,252,0.391718426501,0.471725272466,-0.0800068459645,-0.105332471152,-0.0552467089353,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,5,loop_p_5-6-5,6->5->6,1098,22,238,0.595628415301,0.478672985782,0.116955429519,0.0793525267787,0.155000791079,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,6,7,loop_p_6-7-6,6->7->6,1238,22,247,0.303715670436,0.365469029426,-0.0617533589899,-0.0923996044881,-0.0335037574401,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,0,loop_p_0-7-0,7->0->7,198,20,115,0.313131313131,0.69915651359,-0.386025200458,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,1,loop_p_1-7-1,7->1->7,1198,22,247,0.217863105175,0.426411688385,-0.20854858321,-0.231836865103,-0.183719188427,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,2,loop_p_2-7-2,7->2->7,724,22,202,0.269337016575,0.452792741707,-0.183455725132,-0.224194860697,-0.143247571524,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,3,loop_p_3-7-3,7->3->7,2078,22,249,0.21270452358,0.408666215301,-0.195961691721,-0.218670787279,-0.173672410896,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,4,loop_p_4-7-4,7->4->7,663,22,228,0.211161387632,0.469942498693,-0.258781111061,-0.288448739161,-0.227057713486,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,5,loop_p_5-7-5,7->5->7,2575,22,251,0.540194174757,0.46682464455,0.0733695302075,0.0422164929386,0.104677406149,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HARD_SEMANTIC,DEVELOPMENT_2024,7,6,loop_p_6-7-6,7->6->7,1760,22,249,0.198863636364,0.410868257469,-0.212004621106,-0.23308630799,-0.190913524872,0.000999500249875,True,2000,20260720,0.00124180334075
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,1,loop_p_0-1-0,0->1->0,14,9,8,0.0714285714286,0.402122347066,-0.330693775638,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,2,loop_p_0-2-0,0->2->0,827,22,195,0.656590084643,0.333216415293,0.32337366935,0.281870190469,0.363713052163,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,3,loop_p_0-3-0,0->3->0,21,11,16,0.285714285714,0.379533068694,-0.0938187829798,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,4,loop_p_0-4-0,0->4->0,21,7,15,0.142857142857,0.447696023783,-0.304838880926,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,5,loop_p_0-5-0,0->5->0,257,22,126,0.214007782101,0.512364224636,-0.298356442535,-0.359769627568,-0.235374934125,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,6,loop_p_0-6-0,0->6->0,28,15,17,0.107142857143,0.376502644655,-0.269359787512,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,0,7,loop_p_0-7-0,0->7->0,154,22,90,0.162337662338,0.344946641557,-0.182608979219,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,0,loop_p_0-1-0,1->0->1,27,14,18,0.185185185185,0.636607142857,-0.451421957672,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,2,loop_p_1-2-1,1->2->1,305,22,158,0.196721311475,0.424844352209,-0.228123040733,-0.271235154125,-0.182113001916,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,3,loop_p_1-3-1,1->3->1,4065,22,252,0.174169741697,0.456511692393,-0.282341950696,-0.29885176121,-0.265667198149,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,4,loop_p_1-4-1,1->4->1,2933,22,251,0.282304807364,0.508660213958,-0.226355406594,-0.249848746602,-0.201412760493,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,5,loop_p_1-5-1,1->5->1,306,22,152,0.258169934641,0.512622720898,-0.254452786257,-0.305454979005,-0.204814435954,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,6,loop_p_1-6-1,1->6->1,6531,22,252,0.574184657786,0.270181758638,0.304002899148,0.283684208695,0.324502903186,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,1,7,loop_p_1-7-1,1->7->1,618,22,221,0.153721682848,0.36018957346,-0.206467890612,-0.238218382453,-0.172469984822,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,0,loop_p_0-2-0,2->0->2,614,22,159,0.900651465798,0.3095684803,0.591082985498,0.53343535808,0.645138705357,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,1,loop_p_1-2-1,2->1->2,320,22,160,0.275,0.404416443935,-0.129416443935,-0.182295876844,-0.0728772654517,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,3,loop_p_2-3-2,2->3->2,601,22,205,0.337770382696,0.38115241896,-0.0433820362641,-0.0854127680024,-0.00290151805619,0.0349825087456,True,2000,20260720,0.0411558926419
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,4,loop_p_2-4-2,2->4->2,204,22,118,0.382352941176,0.448350817503,-0.0659978763266,-0.145968223102,0.0136997397059,0.103948025987,True,2000,20260720,0.109418974723
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,5,loop_p_2-5-2,2->5->2,499,21,174,0.649298597194,0.476866585067,0.172432012127,0.126896341123,0.214927344333,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,6,loop_p_2-6-2,2->6->2,857,22,220,0.353558926488,0.377180232558,-0.0236213060704,-0.055188726394,0.0102216038118,0.179910044978,True,2000,20260720,0.184523123054
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,2,7,loop_p_2-7-2,2->7->2,336,21,152,0.452380952381,0.334571890145,0.117809062236,0.0580247213007,0.177133564142,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,0,loop_p_0-3-0,3->0->3,42,11,30,0.238095238095,0.6407239819,-0.402628743805,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,1,loop_p_1-3-1,3->1->3,1982,22,250,0.377396569122,0.405280387134,-0.0278838180114,-0.0541570576104,-0.000731635431737,0.0439780109945,True,2000,20260720,0.0488644566606
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,2,loop_p_2-3-2,3->2->3,582,22,201,0.453608247423,0.396963824289,0.0566444231333,0.00821418373466,0.10331918139,0.0189905047476,True,2000,20260720,0.0230187936335
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,4,loop_p_3-4-3,3->4->3,4599,22,252,0.631441617743,0.310054962819,0.321386654924,0.300070405333,0.342996184145,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,5,loop_p_3-5-3,3->5->3,37,15,33,0,0.499670112162,-0.499670112162,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,6,loop_p_3-6-3,3->6->3,5603,22,252,0.301267178297,0.408004869883,-0.106737691585,-0.126823385488,-0.0863111539671,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,3,7,loop_p_3-7-3,3->7->3,985,22,233,0.459898477157,0.319436924743,0.140461552415,0.100353159852,0.178949513518,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,0,loop_p_0-4-0,4->0->4,36,11,29,0.333333333333,0.635463546355,-0.302130213021,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,1,loop_p_1-4-1,4->1->4,2145,22,252,0.336130536131,0.411980704154,-0.0758501680238,-0.101606613599,-0.0502573671683,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,2,loop_p_2-4-2,4->2->4,176,22,106,0.255681818182,0.413478012564,-0.157796194382,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,3,loop_p_3-4-3,4->3->4,4743,22,252,0.520978283787,0.313184104132,0.207794179655,0.189334519995,0.227024932852,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,5,loop_p_4-5-4,4->5->4,187,22,120,0.16577540107,0.509665681146,-0.343890280077,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,6,loop_p_4-6-4,4->6->4,2734,22,252,0.308339429407,0.387670976204,-0.0793315467964,-0.103103035295,-0.0560278261243,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,4,7,loop_p_4-7-4,4->7->4,306,22,172,0.28431372549,0.343408360129,-0.0590946346384,-0.117926539016,0.0013295635811,0.0569715142429,True,2000,20260720,0.0615908262085
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,0,loop_p_0-5-0,5->0->5,189,21,109,0.386243386243,0.673277661795,-0.287034275552,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,1,loop_p_1-5-1,5->1->5,1241,22,239,0.142626913779,0.423578719665,-0.280951805885,-0.302880747154,-0.255727934411,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,2,loop_p_2-5-2,5->2->5,556,22,187,0.338129496403,0.41800128123,-0.0798717848271,-0.127665171401,-0.029719288528,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,3,loop_p_3-5-3,5->3->5,4,3,4,0,0.379502688172,-0.379502688172,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,4,loop_p_4-5-4,5->4->5,181,20,130,0.182320441989,0.451622029423,-0.269301587434,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,6,loop_p_5-6-5,5->6->5,1437,22,249,0.130828114127,0.396464062861,-0.265635948734,-0.285321803666,-0.245546180523,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,5,7,loop_p_5-7-5,5->7->5,3152,22,252,0.358502538071,0.323947836396,0.0345547016751,0.00221365521362,0.0670348464888,0.039980009995,True,2000,20260720,0.0456914399943
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,0,loop_p_0-6-0,6->0->6,54,18,32,0.240740740741,0.645013723696,-0.404272982956,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,1,loop_p_1-6-1,6->1->6,9226,22,252,0.486559722523,0.287015276146,0.199544446378,0.181061743324,0.218477644308,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,2,loop_p_2-6-2,6->2->6,632,22,203,0.412974683544,0.404464871963,0.00850981158107,-0.036126778684,0.0514317326037,0.71864067966,True,2000,20260720,0.71864067966
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,3,loop_p_3-6-3,6->3->6,3606,22,250,0.523017193566,0.333481113673,0.189536079894,0.165581873117,0.212851678902,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,4,loop_p_4-6-4,6->4->6,2188,22,252,0.382541133455,0.463533790857,-0.0809926574021,-0.105885893684,-0.0568436877233,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,5,loop_p_5-6-5,6->5->6,921,22,235,0.561346362649,0.479115479115,0.0822308835338,0.0442981252055,0.123568299705,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,6,7,loop_p_6-7-6,6->7->6,975,22,239,0.288205128205,0.349846874437,-0.0616417462319,-0.0956772235789,-0.0267858889746,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,0,loop_p_0-7-0,7->0->7,185,20,109,0.281081081081,0.692307692308,-0.411226611227,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,1,loop_p_1-7-1,7->1->7,1106,22,247,0.19801084991,0.416934619507,-0.218923769597,-0.243592697689,-0.193307905564,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,2,loop_p_2-7-2,7->2->7,600,22,194,0.22,0.442170240416,-0.222170240416,-0.264978344083,-0.178838818686,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,3,loop_p_3-7-3,7->3->7,1844,22,246,0.202277657267,0.404447852761,-0.202170195494,-0.223567150527,-0.179302013639,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,4,loop_p_4-7-4,7->4->7,659,22,227,0.210925644917,0.462472842188,-0.251547197272,-0.28311337103,-0.219760311397,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,5,loop_p_5-7-5,7->5->7,2377,22,252,0.532604122844,0.455822383326,0.0767817395181,0.042800348464,0.107662980289,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,DEVELOPMENT_2024,7,6,loop_p_6-7-6,7->6->7,1555,22,249,0.176848874598,0.394124490983,-0.217275616385,-0.239933982178,-0.194062382622,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,1,loop_p_0-1-0,0->1->0,42,14,27,0.047619047619,0.40441942881,-0.356800381191,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,2,loop_p_0-2-0,0->2->0,1057,22,185,0.548722800378,0.389802239695,0.158920560683,0.114689705593,0.203785110073,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,3,loop_p_0-3-0,0->3->0,33,13,25,0.030303030303,0.341641234317,-0.311338204014,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,4,loop_p_0-4-0,0->4->0,24,7,20,0.0833333333333,0.455963867789,-0.372630534456,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,5,loop_p_0-5-0,0->5->0,280,22,125,0.253571428571,0.53253968254,-0.278968253968,-0.342278007404,-0.221265909122,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,6,loop_p_0-6-0,0->6->0,131,18,48,0.18320610687,0.382744924978,-0.199538818108,,,,False,2000,20260720,
