semantic_motif_id,motif_type,primitive_loop_id,repeat_depth,component_primitive_ids,full_path,closed_path,allowed_orientations,transition_length,legacy_cycle_ids,nested_completion_policy,primary_class_eligible,metadata_use,run_id,git_sha,contract_hash,data_snapshot_hash,dictionary_version,dictionary_hash,state_model_version,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,decision_id,symbol,session,decision_timestamp,event_timestamp,semantic_loop_id,source_artifact,source_hash
loop_c_194702ecb0a2,composite,loop_p_5-6-5,1,"['loop_p_2-5-2', 'loop_p_2-5-2', 'loop_p_5-6-5']","[6, 5, 2, 5, 2, 5, 6]","[6, 5, 2, 5, 2, 5, 6]","[[6, 5, 2, 5, 2, 5, 6]]",6,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_1a4e2ae3d3f2,composite,loop_p_0-1-0,1,"['loop_p_1-3-1', 'loop_p_1-3-1', 'loop_p_0-1-0']","[0, 1, 3, 1, 3, 1, 0]","[0, 1, 3, 1, 3, 1, 0]","[[0, 1, 3, 1, 3, 1, 0]]",6,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_1cef237aedf1,composite,loop_p_1-2-1,1,"['loop_p_1-3-1', 'loop_p_1-3-1', 'loop_p_1-2-1']","[2, 1, 3, 1, 3, 1, 2]","[2, 1, 3, 1, 3, 1, 2]","[[2, 1, 3, 1, 3, 1, 2]]",6,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_1fb6a908f6ca,composite,loop_p_2-4-2,1,"['loop_p_3-4-3', 'loop_p_2-4-2']","[2, 4, 3, 4, 2]","[2, 4, 3, 4, 2]","[[2, 4, 3, 4, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_20b2cd3b8970,composite,loop_p_5-6-5,1,"['loop_p_2-5-2', 'loop_p_5-6-5']","[6, 5, 2, 5, 6]","[6, 5, 2, 5, 6]","[[6, 5, 2, 5, 6]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_28006a32c57c,composite,loop_p_3-6-3,1,"['loop_p_3-4-3', 'loop_p_3-6-3']","[6, 3, 4, 3, 6]","[6, 3, 4, 3, 6]","[[6, 3, 4, 3, 6]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2902b08756c1,composite,loop_p_2-3-4-2,1,"['loop_p_3-6-3', 'loop_p_2-3-4-2']","[4, 2, 3, 6, 3, 4]","[4, 2, 3, 6, 3, 4]","[[4, 2, 3, 6, 3, 4]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2a41243fe6db,composite,loop_p_5-6-5,1,"['loop_p_3-6-3', 'loop_p_5-6-5']","[5, 6, 3, 6, 5]","[5, 6, 3, 6, 5]","[[5, 6, 3, 6, 5]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2a5ff783921f,composite,loop_p_3-4-3,1,"['loop_p_2-4-2', 'loop_p_3-4-3']","[3, 4, 2, 4, 3]","[3, 4, 2, 4, 3]","[[3, 4, 2, 4, 3]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2af4f1c1cb38,composite,loop_p_2-3-4-2,1,"['loop_p_3-6-3', 'loop_p_2-3-4-2']","[2, 3, 6, 3, 4, 2]","[2, 3, 6, 3, 4, 2]","[[2, 3, 6, 3, 4, 2]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2b4a6d65a00d,composite,loop_p_3-6-3,1,"['loop_p_2-3-2', 'loop_p_3-6-3']","[6, 3, 2, 3, 6]","[6, 3, 2, 3, 6]","[[6, 3, 2, 3, 6]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2c350d36c391,composite,loop_p_1-2-1,1,"['loop_p_1-3-1', 'loop_p_1-2-1']","[2, 1, 3, 1, 2]","[2, 1, 3, 1, 2]","[[2, 1, 3, 1, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_2ffe19652666,composite,loop_p_1-3-4-2-1,1,"['loop_p_2-4-2', 'loop_p_1-3-4-2-1']","[3, 4, 2, 4, 2, 1, 3]","[3, 4, 2, 4, 2, 1, 3]","[[3, 4, 2, 4, 2, 1, 3]]",6,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_30aa5ea7d93f,composite,loop_p_5-7-5,1,"['loop_p_6-7-6', 'loop_p_5-7-5']","[5, 7, 6, 7, 5]","[5, 7, 6, 7, 5]","[[5, 7, 6, 7, 5]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_30fc07b18461,composite,loop_p_2-5-2,1,"['loop_p_5-6-5', 'loop_p_2-5-2']","[2, 5, 6, 5, 2]","[2, 5, 6, 5, 2]","[[2, 5, 6, 5, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_31df7a8da322,composite,loop_p_2-4-2,1,"['loop_p_4-5-4', 'loop_p_2-4-2']","[2, 4, 5, 4, 2]","[2, 4, 5, 4, 2]","[[2, 4, 5, 4, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_32efca2530c5,composite,loop_p_0-3-1-0,1,"['loop_p_0-3-0', 'loop_p_0-3-1-0']","[1, 0, 3, 0, 3, 1]","[1, 0, 3, 0, 3, 1]","[[1, 0, 3, 0, 3, 1]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_336294e77588,composite,loop_p_3-4-6-3,1,"['loop_p_1-3-1', 'loop_p_3-4-6-3']","[4, 6, 3, 1, 3, 4]","[4, 6, 3, 1, 3, 4]","[[4, 6, 3, 1, 3, 4]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_33b23aee7f1d,composite,loop_p_2-4-2,1,"['loop_p_1-4-1', 'loop_p_2-4-2']","[2, 4, 1, 4, 2]","[2, 4, 1, 4, 2]","[[2, 4, 1, 4, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_33b52377c45b,composite,loop_p_1-4-2-1,1,"['loop_p_1-3-1', 'loop_p_1-4-2-1']","[2, 1, 3, 1, 4, 2]","[2, 1, 3, 1, 4, 2]","[[2, 1, 3, 1, 4, 2]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
